date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:05	10246/10246	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2025%20Jun%202025%2006:16:40%20GMT	https://jmvtechnologies.com.br/cdn/shopifycloud/shopify/assets/shop_events_listener-b966a47fd0e23f25d41cf929bd8a50c9cc5344fafec4804f00937f2860a10097.js	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shopifycloud/shopify/assets/shop_events_listener-b966a47fd0e23f25d41cf929bd8a50c9cc5344fafec4804f00937f2860a10097.js	(from https://jmvtechnologies.com.br/)
11:27:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:04%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slideshow.css?v=17933591812325749411732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slideshow.3bd224.delayed	(from https://jmvtechnologies.com.br/)
11:27:05	38604/38604	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20Jun%202025%2012:01:18%20GMT	https://jmvtechnologies.com.br/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.6.min.js	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.6.6.min.js	(from https://jmvtechnologies.com.br/)
11:27:05	3683/3683	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:15%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slideshow.css?v=17933591812325749411732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slideshowd224.css	(from https://jmvtechnologies.com.br/)
11:27:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:05%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slider.css?v=14039311878856620671732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-sliderd156.css	(from https://jmvtechnologies.com.br/)
11:27:06	7910/7910	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:15%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-slider.css?v=14039311878856620671732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-sliderd156.css	(from https://jmvtechnologies.com.br/)
11:27:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:05%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-social.css?v=35792976012981934991732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-social5c87.css	(from https://jmvtechnologies.com.br/)
11:27:06	504/504	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:15%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-social.css?v=35792976012981934991732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-social5c87.css	(from https://jmvtechnologies.com.br/)
11:27:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:06%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-menu.css?v=151968516119678728991732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-menucd56.css	(from https://jmvtechnologies.com.br/)
11:27:06	516/516	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:17%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-menu.css?v=151968516119678728991732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-list-menucd56.css	(from https://jmvtechnologies.com.br/)
11:27:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:06%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-search.css?v=165164710990765432851732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-search9b7d.css	(from https://jmvtechnologies.com.br/)
11:27:07	1337/1337	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-search.css?v=165164710990765432851732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-search9b7d.css	(from https://jmvtechnologies.com.br/)
11:27:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:07%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-menu-drawer.css?v=147478906057189667651732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-menu-drawerbd64.css	(from https://jmvtechnologies.com.br/)
11:27:07	4692/4692	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-menu-drawer.css?v=147478906057189667651732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-menu-drawerbd64.css	(from https://jmvtechnologies.com.br/)
11:27:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:07%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cart-notification.css?v=54116361853792938221732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cart-notification9806.css	(from https://jmvtechnologies.com.br/)
11:27:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:07%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-price.css?v=70172745017360139101732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-pricef35e.css	(from https://jmvtechnologies.com.br/)
11:27:08	2693/2693	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cart-notification.css?v=54116361853792938221732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cart-notification9806.css	(from https://jmvtechnologies.com.br/)
11:27:08	1668/1668	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-price.css?v=70172745017360139101732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-pricef35e.css	(from https://jmvtechnologies.com.br/)
11:27:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:08%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/cart-notification.js?v=133508293167896966491732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/cart-notification3e16.js	(from https://jmvtechnologies.com.br/)
11:27:09	1914/1914	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/cart-notification.js?v=133508293167896966491732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/cart-notification3e16.js	(from https://jmvtechnologies.com.br/)
11:27:10	179492/179492	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:deca81bfaf4e92f0b393cdd7d92606fa%22	https://jmvtechnologies.com.br/collections/all	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/collections/all.html	(from https://jmvtechnologies.com.br/)
11:27:10	77165/77165	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:a5dfe776ab573d92dabc06bfe8c96551%22	https://jmvtechnologies.com.br/pages/parceiros	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/pages/parceiros.html	(from https://jmvtechnologies.com.br/)
11:27:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:10%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/Logo_principal_funco_branco.png?v=1689544921&width=600	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/Logo_principal_funco_branco17fd.png	(from https://jmvtechnologies.com.br/)
11:27:12	79986/79986	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b1cbeae8d20090449dbe89a39c7f03c9%22	https://jmvtechnologies.com.br/pages/contact	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/pages/contact.html	(from https://jmvtechnologies.com.br/)
11:27:12	6418/6418	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:11%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/Logo_principal_funco_branco.png?v=1689544921&width=600	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/Logo_principal_funco_branco17fd.png	(from https://jmvtechnologies.com.br/)
11:27:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:12%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/section-image-banner.css?v=124819179385751388401732971746	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/section-image-banner8b6f.css	(from https://jmvtechnologies.com.br/)
11:27:13	83953/83953	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:9e61a0dfb7b02d45d69529d2c21b3027%22	https://jmvtechnologies.com.br/cart	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cart.html	(from https://jmvtechnologies.com.br/)
11:27:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:13%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/JMV_TECHNOLOGIES_MOCKUP_4_f8087d13-66a1-44b8-88e9-daa383c3db1b.jpg?v=1689545661&width=3840	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/JMV_TECHNOLOGIES_MOCKUP_4_f8087d13-66a1-44b8-88e9-daa383c3db1bae49.jpg	(from https://jmvtechnologies.com.br/)
11:27:14	8447/8447	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:15%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/section-image-banner.css?v=124819179385751388401732971746	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/section-image-banner8b6f.css	(from https://jmvtechnologies.com.br/)
11:27:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:14%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-card.css?v=120341546515895839841732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cardc8f8.css	(from https://jmvtechnologies.com.br/)
11:27:15	11880/11880	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:15%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-card.css?v=120341546515895839841732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-cardc8f8.css	(from https://jmvtechnologies.com.br/)
11:27:15	1028924/1028924	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jun%202025%2014:27:14%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/JMV_TECHNOLOGIES_MOCKUP_4_f8087d13-66a1-44b8-88e9-daa383c3db1b.jpg?v=1689545661&width=3840	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/JMV_TECHNOLOGIES_MOCKUP_4_f8087d13-66a1-44b8-88e9-daa383c3db1bae49.jpg	(from https://jmvtechnologies.com.br/)
11:27:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:15%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/template-collection.css?v=58558206033505836701732971746	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/template-collection6868.css	(from https://jmvtechnologies.com.br/)
11:27:15	1515/1515	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:17%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/template-collection.css?v=58558206033505836701732971746	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/template-collection6868.css	(from https://jmvtechnologies.com.br/)
11:27:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:15%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-rating.css?v=179577762467860590411732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-ratingb22c.css	(from https://jmvtechnologies.com.br/)
11:27:16	1103/1103	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-rating.css?v=179577762467860590411732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-ratingb22c.css	(from https://jmvtechnologies.com.br/)
11:27:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:16%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-volume-pricing.css?v=111870094811454961941732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-volume-pricinge393.css	(from https://jmvtechnologies.com.br/)
11:27:16	1133/1133	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/component-volume-pricing.css?v=111870094811454961941732971744	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/component-volume-pricinge393.css	(from https://jmvtechnologies.com.br/)
11:27:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:16%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/quick-order-list.css?v=129932180309343703061732971745	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/quick-order-list75c1.css	(from https://jmvtechnologies.com.br/)
11:27:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:16%20GMT	http://jmvtechnologies.com.br/cdn/shop/t/6/assets/quantity-popover.css?v=129068967981937647381732971745	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/quantity-popoveraad8.css	(from https://jmvtechnologies.com.br/)
11:27:17	9511/9511	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/quick-order-list.css?v=129932180309343703061732971745	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/quick-order-list75c1.css	(from https://jmvtechnologies.com.br/)
11:27:17	2992/2992	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jun%202025%2013:05:16%20GMT	https://jmvtechnologies.com.br/cdn/shop/t/6/assets/quantity-popover.css?v=129068967981937647381732971745	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/t/6/assets/quantity-popoveraad8.css	(from https://jmvtechnologies.com.br/)
11:27:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:17%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jblgo3_1.png?v=1689296459&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblgo3_1db15.png	(from https://jmvtechnologies.com.br/)
11:27:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:18%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jblgo3_2.png?v=1689296460&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblgo3_2cf8e.png	(from https://jmvtechnologies.com.br/)
11:27:19	53170/53170	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:17%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jblgo3_1.png?v=1689296459&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblgo3_1db15.png	(from https://jmvtechnologies.com.br/)
11:27:19	62839/62839	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:19%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jblgo3_2.png?v=1689296460&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblgo3_2cf8e.png	(from https://jmvtechnologies.com.br/)
11:27:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:19%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jblwave_1.png?v=1689299063&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblwave_15ce4.png	(from https://jmvtechnologies.com.br/)
11:27:22	121232/121232	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:afd540ac213e0ce9880118cabdfedd67%22	https://jmvtechnologies.com.br/products/caixa-de-som-bluetooth-jbl-go3-ipx7-potencia-de-4-2-w-rms	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/caixa-de-som-bluetooth-jbl-go3-ipx7-potencia-de-4-2-w-rms.html	(from https://jmvtechnologies.com.br/)
11:27:23	40308/40308	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:21%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jblwave_1.png?v=1689299063&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblwave_15ce4.png	(from https://jmvtechnologies.com.br/)
11:27:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:22%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jblwave_2.png?v=1689299063&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblwave_25ce4.png	(from https://jmvtechnologies.com.br/)
11:27:24	29325/29325	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:23%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jblwave_2.png?v=1689299063&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblwave_25ce4.png	(from https://jmvtechnologies.com.br/)
11:27:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:24%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jblc50hi_1.png?v=1690249948&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblc50hi_1ab2c.png	(from https://jmvtechnologies.com.br/)
11:27:26	125031/125031	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:db47fcd692fc0307cd9d1d3ed6c3303f%22	https://jmvtechnologies.com.br/products/fones-de-ouvido-bluetooth-jbl-wave-buds-produto-original-e-com-garantia-de-fabrica	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/fones-de-ouvido-bluetooth-jbl-wave-buds-produto-original-e-com-garantia-de-fabrica.html	(from https://jmvtechnologies.com.br/)
11:27:26	20036/20036	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:25%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jblc50hi_1.png?v=1690249948&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jblc50hi_1ab2c.png	(from https://jmvtechnologies.com.br/)
11:27:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:26%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jbltune110_1.png?v=1690248685&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune110_1e2e6.png	(from https://jmvtechnologies.com.br/)
11:27:28	109008/109008	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5ccc0570d29a3e5d03e644244bc17839%22	https://jmvtechnologies.com.br/products/fone-de-ouvido-com-fio-jbl-c50hi-produto-original-e-com-garantia-de-fabrica	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/fone-de-ouvido-com-fio-jbl-c50hi-produto-original-e-com-garantia-de-fabrica.html	(from https://jmvtechnologies.com.br/)
11:27:28	20951/20951	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:27%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jbltune110_1.png?v=1690248685&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune110_1e2e6.png	(from https://jmvtechnologies.com.br/)
11:27:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:28%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jbltune110_2.png?v=1690248685&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune110_2e2e6.png	(from https://jmvtechnologies.com.br/)
11:27:29	24022/24022	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:28%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jbltune110_2.png?v=1690248685&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune110_2e2e6.png	(from https://jmvtechnologies.com.br/)
11:27:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:29%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jbltune_1.png?v=1689298793&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune_1d413.png	(from https://jmvtechnologies.com.br/)
11:27:31	121028/121028	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b2c6cfc158571f7f91150fe7d5585c60%22	https://jmvtechnologies.com.br/products/fone-de-ouvido-com-fio-jbl-tune-110	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/fone-de-ouvido-com-fio-jbl-tune-110.html	(from https://jmvtechnologies.com.br/)
11:27:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:30%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/jbltune_2.png?v=1689298793&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune_2d413.png	(from https://jmvtechnologies.com.br/)
11:27:32	67212/67212	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:30%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jbltune_1.png?v=1689298793&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune_1d413.png	(from https://jmvtechnologies.com.br/)
11:27:33	45917/45917	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Jun%202025%2014:27:32%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/jbltune_2.png?v=1689298793&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/jbltune_2d413.png	(from https://jmvtechnologies.com.br/)
11:27:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:33%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/headsetH3901.webp?v=1692139687&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/headsetH39015381.webp	(from https://jmvtechnologies.com.br/)
11:27:35	129326/129326	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:eeef387eddfe6f57b8e6acb1e2bb1f38%22	https://jmvtechnologies.com.br/products/headphone-jbl-tune-520bt-bluetooth-produto-original-e-com-garantia-de-fabrica	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/headphone-jbl-tune-520bt-bluetooth-produto-original-e-com-garantia-de-fabrica.html	(from https://jmvtechnologies.com.br/)
11:27:35	20952/20952	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jun%202025%2014:27:34%20GMT	https://jmvtechnologies.com.br/cdn/shop/files/headsetH3901.webp?v=1692139687&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/headsetH39015381.jpg	(from https://jmvtechnologies.com.br/)
11:27:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:34%20GMT	http://jmvtechnologies.com.br/cdn/shop/products/headsetH3902.webp?v=1692139927&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/products/headsetH39022a8b.webp	(from https://jmvtechnologies.com.br/)
11:27:36	13263/13263	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jun%202025%2014:27:35%20GMT	https://jmvtechnologies.com.br/cdn/shop/products/headsetH3902.webp?v=1692139927&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/products/headsetH39022a8b.jpg	(from https://jmvtechnologies.com.br/)
11:27:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2029%20Jun%202025%2014:27:36%20GMT	http://jmvtechnologies.com.br/cdn/shop/files/KittecladomouseMK235-1.webp?v=1692140570&width=533	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/cdn/shop/files/KittecladomouseMK235-10810.webp	(from https://jmvtechnologies.com.br/)
11:27:38	115046/115046	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:7974381ac080908bebc733d8d185f44a%22	https://jmvtechnologies.com.br/products/headset-logitech-h390-preto-estereo-usb	C:/GIT/JMV%20Tech/jmv-landing/jmvtechnologies.com.br/products/headset-logitech-h390-preto-estereo-usb.html	(from https://jmvtechnologies.com.br/)
